Fecha;Lugar;Precio_m2;Variacion_mensual;Variacion_trimestral;Variacion anual
ago-22;Fuencarral-El Pardo;12,8;0,2;1,8;6,6
jul-22;Fuencarral-El Pardo;12,8;0,8;2,2;6,4
jun-22;Fuencarral-El Pardo;12,7;0,8;1,3;5,7
may-22;Fuencarral-El Pardo;12,6;0,6;1,5;4,6
abr-22;Fuencarral-El Pardo;12,5;-0,1;0,8;4,4
mar-22;Fuencarral-El Pardo;12,5;1;2;3,7
feb-22;Fuencarral-El Pardo;12,4;-0,1;1,7;2,3
ene-22;Fuencarral-El Pardo;12,4;1,1;2,2;2,8
dic-21;Fuencarral-El Pardo;12,3;0,6;2,1;0,6
nov-21;Fuencarral-El Pardo;12,2;0,4;1,4;-1,2
oct-21;Fuencarral-El Pardo;12,2;1,1;1;-2,7
sept-21;Fuencarral-El Pardo;12;-0,1;0,1;-5
ago-21;Fuencarral-El Pardo;12,1;0;-0,1;-4,8
jul-21;Fuencarral-El Pardo;12;0,2;0,3;-5,6
jun-21;Fuencarral-El Pardo;12;-0,3;-0,5;-5,3
may-21;Fuencarral-El Pardo;12,1;0,4;-0,7;-6
abr-21;Fuencarral-El Pardo;12;-0,7;-0,7;-7
mar-21;Fuencarral-El Pardo;12,1;-0,4;-1,1;-6
feb-21;Fuencarral-El Pardo;12,1;0,5;-1,8;-4,5
ene-21;Fuencarral-El Pardo;12,1;-1,1;-3,3;-4,3
dic-20;Fuencarral-El Pardo;12,2;-1,2;-3,6;-2,7
nov-20;Fuencarral-El Pardo;12,4;-1,1;-2,3;-1,8
oct-20;Fuencarral-El Pardo;12,5;-1,3;-2;-1,6
sept-20;Fuencarral-El Pardo;12,7;0,1;-0,2;0,9
ago-20;Fuencarral-El Pardo;12,7;-0,8;-1,3;1,3
jul-20;Fuencarral-El Pardo;12,8;0,4;-1,2;3,1
jun-20;Fuencarral-El Pardo;12,7;-1;-1,3;2,8
may-20;Fuencarral-El Pardo;12,8;-0,7;0,9;3
abr-20;Fuencarral-El Pardo;12,9;0,4;2,3;4,5
mar-20;Fuencarral-El Pardo;12,9;1,2;2,4;4,3
feb-20;Fuencarral-El Pardo;12,7;0,7;1;3,2
ene-20;Fuencarral-El Pardo;12,6;0,5;-0,7;2,8
dic-19;Fuencarral-El Pardo;12,6;-0,2;0;2
nov-19;Fuencarral-El Pardo;12,6;-1;0,8;2,4
oct-19;Fuencarral-El Pardo;12,7;1,2;2,7;4,6
sept-19;Fuencarral-El Pardo;12,6;0,5;1,6;4,4
ago-19;Fuencarral-El Pardo;12,5;1;0,3;3,9
jul-19;Fuencarral-El Pardo;12,4;0,1;0,2;2
jun-19;Fuencarral-El Pardo;12,4;-0,7;0,2;0,7
may-19;Fuencarral-El Pardo;12,5;0,8;1;3,6
abr-19;Fuencarral-El Pardo;12,4;0,2;0,6;4,4
mar-19;Fuencarral-El Pardo;12,3;0,1;0,1;4
feb-19;Fuencarral-El Pardo;12,3;0,3;0,2;4
ene-19;Fuencarral-El Pardo;12,3;-0,3;1;3,1
dic-18;Fuencarral-El Pardo;12,3;0,1;2,4;2,8
nov-18;Fuencarral-El Pardo;12,3;1,2;2,3;4,3
oct-18;Fuencarral-El Pardo;12,2;1,1;0,2;4
sept-18;Fuencarral-El Pardo;12;0;-1,9;3,9
ago-18;Fuencarral-El Pardo;12;-0,9;0,1;4,8
jul-18;Fuencarral-El Pardo;12,1;-1,1;2,5;5,8
jun-18;Fuencarral-El Pardo;12,3;2,1;3,5;8,3
may-18;Fuencarral-El Pardo;12;1,6;1,4;7,1
abr-18;Fuencarral-El Pardo;11,8;-0,2;-0,6;6,7
mar-18;Fuencarral-El Pardo;11,9;0,1;-1;6,8
feb-18;Fuencarral-El Pardo;11,9;-0,5;0,5;7,4
ene-18;Fuencarral-El Pardo;11,9;-0,6;1,8;7,4
dic-17;Fuencarral-El Pardo;12;1,5;3,4;7,4
nov-17;Fuencarral-El Pardo;11,8;0,8;2,8;7,1
oct-17;Fuencarral-El Pardo;11,7;0,9;2;7,9
sept-17;Fuencarral-El Pardo;11,6;1;2,2;7,9
ago-17;Fuencarral-El Pardo;11,5;0,1;2,3;6,9
jul-17;Fuencarral-El Pardo;11,5;1,2;3,4;7,4
jun-17;Fuencarral-El Pardo;11,3;1;2,1;7
may-17;Fuencarral-El Pardo;11,2;1,2;1,7;6,3
abr-17;Fuencarral-El Pardo;11,1;-0,1;0;5,1
mar-17;Fuencarral-El Pardo;11,1;0,6;-0,4;5,6
feb-17;Fuencarral-El Pardo;11;-0,5;0,2;6,5
ene-17;Fuencarral-El Pardo;11,1;-0,6;2,3;7,3
dic-16;Fuencarral-El Pardo;11,2;1,2;3,8;7,4
nov-16;Fuencarral-El Pardo;11;1,7;2,6;6,5
oct-16;Fuencarral-El Pardo;10,8;0,9;1,5;4,6
sept-16;Fuencarral-El Pardo;10,7;0;1,4;4,6
ago-16;Fuencarral-El Pardo;10,7;0,6;1,8;5,3
jul-16;Fuencarral-El Pardo;10,7;0,8;1,2;4,4
jun-16;Fuencarral-El Pardo;10,6;0,4;0,8;3,5
may-16;Fuencarral-El Pardo;10,6;0;1,8;2,5
abr-16;Fuencarral-El Pardo;10,6;0,3;2;3,6
mar-16;Fuencarral-El Pardo;10,5;1,4;1,3;4
feb-16;Fuencarral-El Pardo;10,4;0,3;0,2;2,2
ene-16;Fuencarral-El Pardo;10,3;-0,4;-0,3;1,8
dic-15;Fuencarral-El Pardo;10,4;0,4;1,1;3,3
nov-15;Fuencarral-El Pardo;10,3;-0,2;1,4;5,4
oct-15;Fuencarral-El Pardo;10,4;0,9;1,3;5,5
sept-15;Fuencarral-El Pardo;10,3;0,7;0,4;4,5
ago-15;Fuencarral-El Pardo;10,2;-0,3;-0,9;3,8
jul-15;Fuencarral-El Pardo;10,2;0;0,5;2,6
jun-15;Fuencarral-El Pardo;10,2;-0,6;1,2;3
may-15;Fuencarral-El Pardo;10,3;1;1,5;4,6
abr-15;Fuencarral-El Pardo;10,2;0,8;0,3;2,5
mar-15;Fuencarral-El Pardo;10,1;-0,3;0,5;1,3
feb-15;Fuencarral-El Pardo;10,1;-0,1;3,4;3,2
ene-15;Fuencarral-El Pardo;10,2;1;3,3;3,4
dic-14;Fuencarral-El Pardo;10,1;2,5;2,3;2,4
nov-14;Fuencarral-El Pardo;9,8;-0,2;-0,2;-2,2
oct-14;Fuencarral-El Pardo;9,8;0;-1,5;-2,7
sept-14;Fuencarral-El Pardo;9,8;0;-1;-2,2
ago-14;Fuencarral-El Pardo;9,8;-1,5;-0,1;-1,8
jul-14;Fuencarral-El Pardo;10;0,4;0,4;1
jun-14;Fuencarral-El Pardo;9,9;1;-0,5;0,7
may-14;Fuencarral-El Pardo;9,8;-1;0,1;-1,2
abr-14;Fuencarral-El Pardo;9,9;-0,4;1,3;-1,8
mar-14;Fuencarral-El Pardo;10;1,6;1,7;-1,1
feb-14;Fuencarral-El Pardo;9,8;0,1;-2;-2,9
ene-14;Fuencarral-El Pardo;9,8;0;-2,8;-4,2
dic-13;Fuencarral-El Pardo;9,8;-2,1;-2,3;-3,9
nov-13;Fuencarral-El Pardo;10;-0,7;0,3;-2,1
oct-13;Fuencarral-El Pardo;10,1;0,4;2,3;-1,4
sept-13;Fuencarral-El Pardo;10,1;0,5;1,9;-1,9
ago-13;Fuencarral-El Pardo;10;1,3;0,4;-2,7
jul-13;Fuencarral-El Pardo;9,9;0;-2,5;-3,7
jun-13;Fuencarral-El Pardo;9,9;-1;-2,2;-4,2
may-13;Fuencarral-El Pardo;10;-1,6;-1,5;-4,8
abr-13;Fuencarral-El Pardo;10,1;0,3;-1,2;-3,6
mar-13;Fuencarral-El Pardo;10,1;-0,3;-1,3;-3,9
feb-13;Fuencarral-El Pardo;10,1;-1,2;-1,2;-4,4
ene-13;Fuencarral-El Pardo;10,2;0,2;0;-2,8
dic-12;Fuencarral-El Pardo;10,2;-0,2;-0,3;-4,6
nov-12;Fuencarral-El Pardo;10,2;0;-0,3;-5,1
oct-12;Fuencarral-El Pardo;10,2;-0,1;-0,1;-5,5
sept-12;Fuencarral-El Pardo;10,3;-0,2;-0,5;-5,2
ago-12;Fuencarral-El Pardo;10,3;0,3;-1,8;-6
jul-12;Fuencarral-El Pardo;10,3;-0,6;-2,4;-6
jun-12;Fuencarral-El Pardo;10,3;-1,6;-1,8;-4,9
may-12;Fuencarral-El Pardo;10,5;-0,3;-1,1;-3,8
abr-12;Fuencarral-El Pardo;10,5;0;-0,3;-3,2
mar-12;Fuencarral-El Pardo;10,5;-0,8;-2;-1,5
feb-12;Fuencarral-El Pardo;10,6;0,5;-2;-1,6
ene-12;Fuencarral-El Pardo;10,5;-1,6;-2,8;-2,7
dic-11;Fuencarral-El Pardo;10,7;-0,8;-1;1,2
nov-11;Fuencarral-El Pardo;10,8;-0,3;-1,3;0,3
oct-11;Fuencarral-El Pardo;10,8;0,2;-0,7;2,1
sept-11;Fuencarral-El Pardo;10,8;-1,1;-0,2;1,4
ago-11;Fuencarral-El Pardo;10,9;0,3;0,5;8,3
jul-11;Fuencarral-El Pardo;10,9;0,7;0,5;9,2
jun-11;Fuencarral-El Pardo;10,8;-0,4;1,6;8
may-11;Fuencarral-El Pardo;10,9;0,3;1,1;8,8
abr-11;Fuencarral-El Pardo;10,9;1,8;0,3;13,4
mar-11;Fuencarral-El Pardo;10,7;-0,9;0,7;11,2
feb-11;Fuencarral-El Pardo;10,8;-0,6;0;11,6
ene-11;Fuencarral-El Pardo;10,8;2,3;2;9,5
dic-10;Fuencarral-El Pardo;10,6;-1,6;-0,8;6
nov-10;Fuencarral-El Pardo;10,8;1,4;6,6;4,5
oct-10;Fuencarral-El Pardo;10,6;-0,5;6,3;3
sept-10;Fuencarral-El Pardo;10,7;5,7;6,4;1,1
ago-10;Fuencarral-El Pardo;10,1;1,1;0,9;3,4
jul-10;Fuencarral-El Pardo;10;-0,4;4,3;0,4
jun-10;Fuencarral-El Pardo;10;0,3;4,6;NA
may-10;Fuencarral-El Pardo;10;4,5;3,7;NA
abr-10;Fuencarral-El Pardo;9,6;-0,2;-3,1;NA
mar-10;Fuencarral-El Pardo;9,6;-0,6;-3,9;NA
feb-10;Fuencarral-El Pardo;9,6;-2,3;-6,3;NA
ene-10;Fuencarral-El Pardo;9,9;-1;-4,1;NA
dic-09;Fuencarral-El Pardo;10;-3,1;-5,4;NA
nov-09;Fuencarral-El Pardo;10,3;0;5,4;NA
oct-09;Fuencarral-El Pardo;10,3;-2,4;3,5;NA
sept-09;Fuencarral-El Pardo;10,6;8;NA;NA
ago-09;Fuencarral-El Pardo;9,8;-1,8;NA;NA
jul-09;Fuencarral-El Pardo;10;NA;NA;NA
jun-09;Fuencarral-El Pardo;NA;NA;NA;NA
may-09;Fuencarral-El Pardo;NA;NA;NA;NA
abr-09;Fuencarral-El Pardo;NA;NA;NA;NA
mar-09;Fuencarral-El Pardo;NA;NA;NA;NA
feb-09;Fuencarral-El Pardo;NA;NA;NA;NA
ene-09;Fuencarral-El Pardo;NA;NA;NA;NA
dic-08;Fuencarral-El Pardo;NA;NA;NA;NA
nov-08;Fuencarral-El Pardo;NA;NA;NA;NA
oct-08;Fuencarral-El Pardo;NA;NA;NA;NA
sept-08;Fuencarral-El Pardo;NA;NA;NA;NA
ago-08;Fuencarral-El Pardo;NA;NA;NA;NA
jul-08;Fuencarral-El Pardo;NA;NA;NA;NA
jun-08;Fuencarral-El Pardo;NA;NA;NA;NA
may-08;Fuencarral-El Pardo;NA;NA;NA;NA
abr-08;Fuencarral-El Pardo;NA;NA;NA;NA
mar-08;Fuencarral-El Pardo;NA;NA;NA;NA
feb-08;Fuencarral-El Pardo;NA;NA;NA;NA
ene-08;Fuencarral-El Pardo;NA;NA;NA;NA
dic-07;Fuencarral-El Pardo;NA;NA;NA;NA
nov-07;Fuencarral-El Pardo;NA;NA;NA;NA
oct-07;Fuencarral-El Pardo;NA;NA;NA;NA
sept-07;Fuencarral-El Pardo;NA;NA;NA;NA
ago-07;Fuencarral-El Pardo;NA;NA;NA;NA
jul-07;Fuencarral-El Pardo;NA;NA;NA;NA
jun-07;Fuencarral-El Pardo;NA;NA;NA;NA
may-07;Fuencarral-El Pardo;NA;NA;NA;NA
abr-07;Fuencarral-El Pardo;NA;NA;NA;NA
mar-07;Fuencarral-El Pardo;NA;NA;NA;NA
feb-07;Fuencarral-El Pardo;NA;NA;NA;NA
ene-07;Fuencarral-El Pardo;NA;NA;NA;NA
dic-06;Fuencarral-El Pardo;NA;NA;NA;NA
nov-06;Fuencarral-El Pardo;NA;NA;NA;NA
oct-06;Fuencarral-El Pardo;NA;NA;NA;NA
sept-06;Fuencarral-El Pardo;NA;NA;NA;NA
ago-06;Fuencarral-El Pardo;NA;NA;NA;NA
jul-06;Fuencarral-El Pardo;NA;NA;NA;NA
jun-06;Fuencarral-El Pardo;NA;NA;NA;NA
may-06;Fuencarral-El Pardo;NA;NA;NA;NA
abr-06;Fuencarral-El Pardo;NA;NA;NA;NA
mar-06;Fuencarral-El Pardo;NA;NA;NA;NA
feb-06;Fuencarral-El Pardo;NA;NA;NA;NA
ene-06;Fuencarral-El Pardo;NA;NA;NA;NA
abr-24;Hortaleza;15,2;1,1;3,4;10,3
mar-24;Hortaleza;15,1;1,5;2;10
feb-24;Hortaleza;14,9;0,7;0,7;9,4
ene-24;Hortaleza;14,7;-0,2;0,8;9,4
dic-23;Hortaleza;14,8;0,3;2;10,6
nov-23;Hortaleza;14,7;0,8;2,2;11
oct-23;Hortaleza;14,6;0,9;2,9;11
sept-23;Hortaleza;14,5;0,5;3,7;10,4
ago-23;Hortaleza;14,4;1,5;4,1;11,6
jul-23;Hortaleza;14,2;1,7;2,9;10,6
jun-23;Hortaleza;14;0,8;2;9,7
may-23;Hortaleza;13,9;0,3;2,1;9
abr-23;Hortaleza;13,8;0,9;2,5;8,5
mar-23;Hortaleza;13,7;0,9;2,4;7,6
feb-23;Hortaleza;13,6;0,7;2,2;7,7
ene-23;Hortaleza;13,5;0,8;2,3;7,6
dic-22;Hortaleza;13,4;0,7;1,8;7,6
nov-22;Hortaleza;13,3;0,8;2,7;6,4
oct-22;Hortaleza;13,2;0,3;2,5;5,8
sept-22;Hortaleza;13,1;1,6;3,1;5,9
ago-22;Hortaleza;12,9;0,6;1,6;4,8
jul-22;Hortaleza;12,9;1;1;3,1
jun-22;Hortaleza;12,7;0,1;0,1;2,5
may-22;Hortaleza;12,7;-0,1;0,9;3
abr-22;Hortaleza;12,7;0,1;1,7;2,3
mar-22;Hortaleza;12,7;1;2,5;3,2
feb-22;Hortaleza;12,6;0,6;1;2,2
ene-22;Hortaleza;12,5;0,8;0,5;1,5
dic-21;Hortaleza;12,4;-0,4;0,2;-0,4
nov-21;Hortaleza;12,5;0,1;1,1;-1
oct-21;Hortaleza;12,5;0,5;-0,1;-1
sept-21;Hortaleza;12,4;0,5;-0,2;-2,1
ago-21;Hortaleza;12,3;-1,1;-0,1;-3,5
jul-21;Hortaleza;12,5;0,4;0,2;-2,2
jun-21;Hortaleza;12,4;0,6;0,8;-1,7
may-21;Hortaleza;12,4;-0,7;0,2;-4
abr-21;Hortaleza;12,4;0,9;0,9;-3,1
mar-21;Hortaleza;12,3;0;-1,1;-3,1
feb-21;Hortaleza;12,3;-0,1;-2,2;-1,3
ene-21;Hortaleza;12,3;-1,1;-2;0,9
dic-20;Hortaleza;12,5;-1;-1,5;1,9
nov-20;Hortaleza;12,6;0,2;-1,4;2,7
oct-20;Hortaleza;12,6;-0,6;-1,3;1,5
sept-20;Hortaleza;12,7;-1;0,1;1,5
ago-20;Hortaleza;12,8;0,3;-0,7;3
jul-20;Hortaleza;12,8;0,8;-0,7;2,5
jun-20;Hortaleza;12,6;-1,7;-0,6;0,5
may-20;Hortaleza;12,9;0,2;3;2
abr-20;Hortaleza;12,8;0,9;5;1,1
mar-20;Hortaleza;12,7;1,8;3,9;-0,2
feb-20;Hortaleza;12,5;2,2;1,8;-2,3
ene-20;Hortaleza;12,2;-0,1;-1,4;-4,2
dic-19;Hortaleza;12,2;-0,2;-1,9;-2,8
nov-19;Hortaleza;12,3;-1,1;-1,2;-2,2
oct-19;Hortaleza;12,4;-0,6;-0,3;0
sept-19;Hortaleza;12,5;0,5;-0,8;0,6
ago-19;Hortaleza;12,4;-0,2;-1,6;0
jul-19;Hortaleza;12,4;-1,2;-2;-0,2
jun-19;Hortaleza;12,6;-0,2;-1,3;0,8
may-19;Hortaleza;12,6;-0,7;-1,4;1,2
abr-19;Hortaleza;12,7;-0,4;-0,5;1,9
mar-19;Hortaleza;12,7;-0,3;1,2;2,5
feb-19;Hortaleza;12,8;0,2;1,9;4,2
ene-19;Hortaleza;12,8;1,4;2,9;5,3
dic-18;Hortaleza;12,6;0,4;1,5;4,9
nov-18;Hortaleza;12,5;1,1;1,1;6,1
oct-18;Hortaleza;12,4;0;-0,4;4,9
sept-18;Hortaleza;12,4;0;-0,6;5,3
ago-18;Hortaleza;12,4;-0,4;-0,4;6,3
jul-18;Hortaleza;12,5;-0,2;0;7,9
jun-18;Hortaleza;12,5;0,2;0,5;9,7
may-18;Hortaleza;12,5;0;1,6;12,3
abr-18;Hortaleza;12,5;0,2;2,7;12,2
mar-18;Hortaleza;12,4;1,3;3,5;12,8
feb-18;Hortaleza;12,3;1,2;3,8;11,3
ene-18;Hortaleza;12,1;1;2,5;10,3
dic-17;Hortaleza;12;1,6;1,9;9,9
nov-17;Hortaleza;11,8;-0,1;1,2;9,1
oct-17;Hortaleza;11,8;0,4;2,4;9,3
sept-17;Hortaleza;11,8;0,9;3,5;9,4
ago-17;Hortaleza;11,7;1,1;5,3;9,6
jul-17;Hortaleza;11,6;1,5;4;7,9
jun-17;Hortaleza;11,4;2,6;3,3;5,8
may-17;Hortaleza;11,1;-0,1;0,7;3,9
abr-17;Hortaleza;11,1;0,8;1;3,7
mar-17;Hortaleza;11;0;0,9;4,1
feb-17;Hortaleza;11;0,2;1,7;3,5
ene-17;Hortaleza;11;0,6;1,6;3,4
dic-16;Hortaleza;10,9;0,8;1,3;3,4
nov-16;Hortaleza;10,8;0,1;1,7;2,5
oct-16;Hortaleza;10,8;0,4;1,1;2,7
sept-16;Hortaleza;10,8;1,1;0,1;1,9
ago-16;Hortaleza;10,7;-0,5;-0,2;0,2
jul-16;Hortaleza;10,7;-0,5;0;0,7
jun-16;Hortaleza;10,8;0,8;1,7;1,2
may-16;Hortaleza;10,7;-0,3;0,3;0,4
abr-16;Hortaleza;10,7;1,2;0,8;1,8
mar-16;Hortaleza;10,6;-0,6;0,2;1
feb-16;Hortaleza;10,6;0,2;0,7;2,8
ene-16;Hortaleza;10,6;0,6;0,8;3,2
dic-15;Hortaleza;10,6;-0,1;-0,1;2,2
nov-15;Hortaleza;10,6;0,3;-0,5;2,9
oct-15;Hortaleza;10,5;-0,3;-0,9;2,5
sept-15;Hortaleza;10,6;-0,5;-0,6;3,6
ago-15;Hortaleza;10,6;-0,1;0;3,2
jul-15;Hortaleza;10,6;0;1,2;3,5
jun-15;Hortaleza;10,6;0;1,5;4
may-15;Hortaleza;10,6;1,1;2,6;3,8
abr-15;Hortaleza;10,5;0,3;2,2;2,2
mar-15;Hortaleza;10,5;1,2;1,4;1,1
feb-15;Hortaleza;10,4;0,7;0,8;-0,2
ene-15;Hortaleza;10,3;-0,4;0,1;-0,1
dic-14;Hortaleza;10,3;0,5;1,3;1,4
nov-14;Hortaleza;10,3;-0,1;-0,1;0,5
oct-14;Hortaleza;10,3;0,8;0,1;0,5
sept-14;Hortaleza;10,2;-0,9;-0,2;-0,4
ago-14;Hortaleza;10,3;0,2;0,5;0,7
jul-14;Hortaleza;10,3;0,5;-0,1;-0,4
jun-14;Hortaleza;10,2;-0,2;-1,4;-1,9
may-14;Hortaleza;10,2;-0,4;-1,3;-3,8
abr-14;Hortaleza;10,3;-0,8;-0,2;-4,5
mar-14;Hortaleza;10,4;-0,1;1,8;-1,9
feb-14;Hortaleza;10,4;0,8;1,6;-2,1
ene-14;Hortaleza;10,3;1,1;0,7;-2,6
dic-13;Hortaleza;10,2;-0,3;-0,6;-4,3
nov-13;Hortaleza;10,2;-0,1;0,1;-4,4
oct-13;Hortaleza;10,2;-0,1;-0,8;-4,4
sept-13;Hortaleza;10,2;0,3;-1,7;-3,7
ago-13;Hortaleza;10,2;-0,9;-4;-5,2
jul-13;Hortaleza;10,3;-1;-4,2;-5
jun-13;Hortaleza;10,4;-2,1;-1,4;-5,6
may-13;Hortaleza;10,6;-1,1;0,4;-5
abr-13;Hortaleza;10,8;1,9;1,8;-5,4
mar-13;Hortaleza;10,6;-0,3;-0,8;-7,7
feb-13;Hortaleza;10,6;0,2;-0,8;-5,8
ene-13;Hortaleza;10,6;-0,7;-1,2;-6,1
dic-12;Hortaleza;10,6;-0,4;0;-6
nov-12;Hortaleza;10,7;-0,1;-0,8;-5,8
oct-12;Hortaleza;10,7;0,5;-1,4;-6,5
sept-12;Hortaleza;10,6;-1,2;-3,6;-7,7
ago-12;Hortaleza;10,8;-0,7;-3,8;-6,2
jul-12;Hortaleza;10,9;-1,7;-4,7;-5,9
jun-12;Hortaleza;11;-1,5;-3,5;-3,4
may-12;Hortaleza;11,2;-1,6;-0,4;-1
abr-12;Hortaleza;11,4;-0,5;1,1;0,2
mar-12;Hortaleza;11,4;1,7;1,1;-0,1
feb-12;Hortaleza;11,3;-0,1;-0,9;-1,3
ene-12;Hortaleza;11,3;-0,5;-1,6;-0,6
dic-11;Hortaleza;11,3;-0,3;-1,9;-0,4
nov-11;Hortaleza;11,4;-0,9;-1,2;-0,5
oct-11;Hortaleza;11,5;-0,8;-0,7;0,5
sept-11;Hortaleza;11,5;0,4;0,9;0,4
ago-11;Hortaleza;11,5;-0,4;1,5;1
jul-11;Hortaleza;11,5;0,9;1,5;1,9
jun-11;Hortaleza;11,4;0,9;-0,2;0,3
may-11;Hortaleza;11,3;-0,3;-0,7;-4,5
abr-11;Hortaleza;11,4;-0,8;0,3;-0,9
mar-11;Hortaleza;11,5;0,4;0,8;0,6
feb-11;Hortaleza;11,4;0,7;0;5,5
ene-11;Hortaleza;11,3;-0,3;-0,5;4,2
dic-10;Hortaleza;11,4;-0,4;-1,1;2,7
nov-10;Hortaleza;11,4;0,2;0,3;4,8
oct-10;Hortaleza;11,4;-0,9;0,6;6,3
sept-10;Hortaleza;11,5;1;0,8;5,5
ago-10;Hortaleza;11,4;0,5;-4;4,9
jul-10;Hortaleza;11,3;-0,7;-1,3;-4,3
jun-10;Hortaleza;11,4;-3,8;0,1;-9
may-10;Hortaleza;11,9;3,4;9,7;NA
abr-10;Hortaleza;11,5;0,7;5,5;NA
mar-10;Hortaleza;11,4;5,4;2,9;NA
feb-10;Hortaleza;10,8;-0,5;-0,7;NA
ene-10;Hortaleza;10,9;-1,8;1,5;NA
dic-09;Hortaleza;11,1;1,7;1,6;NA
nov-09;Hortaleza;10,9;1,6;0,3;NA
oct-09;Hortaleza;10,7;-1,7;-9,4;NA
sept-09;Hortaleza;10,9;0,4;-13,1;NA
ago-09;Hortaleza;10,8;-8,3;NA;NA
jul-09;Hortaleza;11,8;-5,7;NA;NA
jun-09;Hortaleza;12,5;NA;NA;NA
may-09;Hortaleza;NA;NA;NA;NA
abr-09;Hortaleza;NA;NA;NA;NA
mar-09;Hortaleza;NA;NA;NA;NA
feb-09;Hortaleza;NA;NA;NA;NA
ene-09;Hortaleza;NA;NA;NA;NA
dic-08;Hortaleza;NA;NA;NA;NA
nov-08;Hortaleza;NA;NA;NA;NA
oct-08;Hortaleza;NA;NA;NA;NA
sept-08;Hortaleza;NA;NA;NA;NA
ago-08;Hortaleza;NA;NA;NA;NA
jul-08;Hortaleza;NA;NA;NA;NA
jun-08;Hortaleza;NA;NA;NA;NA
may-08;Hortaleza;NA;NA;NA;NA
abr-08;Hortaleza;NA;NA;NA;NA
mar-08;Hortaleza;NA;NA;NA;NA
feb-08;Hortaleza;NA;NA;NA;NA
ene-08;Hortaleza;NA;NA;NA;NA
dic-07;Hortaleza;NA;NA;NA;NA
nov-07;Hortaleza;NA;NA;NA;NA
oct-07;Hortaleza;NA;NA;NA;NA
sept-07;Hortaleza;NA;NA;NA;NA
ago-07;Hortaleza;NA;NA;NA;NA
jul-07;Hortaleza;NA;NA;NA;NA
jun-07;Hortaleza;NA;NA;NA;NA
may-07;Hortaleza;NA;NA;NA;NA
abr-07;Hortaleza;NA;NA;NA;NA
mar-07;Hortaleza;NA;NA;NA;NA
feb-07;Hortaleza;NA;NA;NA;NA
ene-07;Hortaleza;NA;NA;NA;NA
dic-06;Hortaleza;NA;NA;NA;NA
nov-06;Hortaleza;NA;NA;NA;NA
oct-06;Hortaleza;NA;NA;NA;NA
sept-06;Hortaleza;NA;NA;NA;NA
ago-06;Hortaleza;NA;NA;NA;NA
jul-06;Hortaleza;NA;NA;NA;NA
jun-06;Hortaleza;NA;NA;NA;NA
may-06;Hortaleza;NA;NA;NA;NA
abr-06;Hortaleza;NA;NA;NA;NA
mar-06;Hortaleza;NA;NA;NA;NA
feb-06;Hortaleza;NA;NA;NA;NA
ene-06;Hortaleza;NA;NA;NA;NA
abr-24;Latina;15,7;-0,5;4,6;18,9
mar-24;Latina;15,8;2,5;8,1;22,5
feb-24;Latina;15,4;2,6;7,1;20,6
ene-24;Latina;15;2,9;5,2;16,5
dic-23;Latina;14,6;1,5;5,5;13,2
nov-23;Latina;14,4;0,8;6,6;10,5
oct-23;Latina;14,3;3,1;6,7;11
sept-23;Latina;13,8;2,6;3,8;8,5
ago-23;Latina;13,5;0,8;1,2;7,8
jul-23;Latina;13,4;0,4;1,3;7,1
jun-23;Latina;13,3;0;3,4;8
may-23;Latina;13,3;0,9;4,3;9,2
abr-23;Latina;13,2;2,5;2,5;10,2
mar-23;Latina;12,9;0,9;0;7,5
feb-23;Latina;12,8;-0,9;-1,8;8,3
ene-23;Latina;12,9;0;0,3;10
dic-22;Latina;12,9;-0,9;1,1;10,3
nov-22;Latina;13;1,3;4;11,6
oct-22;Latina;12,9;0,8;2,8;9,1
sept-22;Latina;12,8;1,9;3,3;10,5
ago-22;Latina;12,5;0,2;2,6;10,5
jul-22;Latina;12,5;1,2;4,3;9,7
jun-22;Latina;12,3;1,1;2,9;7,3
may-22;Latina;12,2;1,8;3,5;6,8
abr-22;Latina;12;-0,1;2,3;5,7
mar-22;Latina;12;1,7;2,6;5
feb-22;Latina;11,8;0,6;1,1;2,9
ene-22;Latina;11,7;0,3;-0,5;1,6
dic-21;Latina;11,7;0,2;1,3;-0,9
nov-21;Latina;11,7;-1;2,9;-2,8
oct-21;Latina;11,8;2,1;3,4;-4,1
sept-21;Latina;11,5;1,8;0,3;-6,2
ago-21;Latina;11,3;-0,5;-0,8;-7
jul-21;Latina;11,4;-0,9;0,5;-8
jun-21;Latina;11,5;0,6;0,7;-9,3
may-21;Latina;11,4;0,8;-0,3;-10,9
abr-21;Latina;11,3;-0,7;-1,7;-9,2
mar-21;Latina;11,4;-0,3;-3,1;-6
feb-21;Latina;11,5;-0,7;-4,5;-5,6
ene-21;Latina;11,5;-2,1;-6,1;-3,8
dic-20;Latina;11,8;-1,7;-4,2;-2,5
nov-20;Latina;12;-2,4;-1,6;-0,7
oct-20;Latina;12,3;-0,1;-0,8;1,2
sept-20;Latina;12,3;0,9;-3;1,4
ago-20;Latina;12,2;-1,5;-5;1,7
jul-20;Latina;12,4;-2,3;-0,9;6,1
jun-20;Latina;12,7;-1,2;4,3;8,6
may-20;Latina;12,8;2,7;5,7;8,2
abr-20;Latina;12,5;2,8;4,1;4,5
mar-20;Latina;12,2;0,2;0,5;4,2
feb-20;Latina;12,1;1,1;0,4;7
ene-20;Latina;12;-0,8;-1,2;6,7
