Fecha;Lugar;Precio_m2;Variacion_mensual;Variacion_trimestral;Variacion anual
dic-19;Latina;12,1;0,1;-0,3;8,2
nov-19;Latina;12,1;-0,5;0,7;8,9
oct-19;Latina;12,1;0,1;4;9,4
sept-19;Latina;12,1;1,1;3,9;7,8
ago-19;Latina;12;2,8;1,1;6,5
jul-19;Latina;11,7;0;-2,4;5,1
jun-19;Latina;11,7;-1,5;0;6,8
may-19;Latina;11,9;-0,8;4,6;9,4
abr-19;Latina;12;2,4;6,4;12,4
mar-19;Latina;11,7;2,9;4,4;9,9
feb-19;Latina;11,3;0,9;2,2;6,8
ene-19;Latina;11,2;0,5;1,3;6,8
dic-18;Latina;11,2;0,8;-0,6;8,7
nov-18;Latina;11,1;0;-1,5;7,5
oct-18;Latina;11,1;-1,4;-0,2;6,6
sept-18;Latina;11,3;0;2,9;8,1
ago-18;Latina;11,3;1,3;3,9;10,4
jul-18;Latina;11,1;1,6;4,5;11,1
jun-18;Latina;10,9;0,9;3;10,9
may-18;Latina;10,8;1,9;2,1;9,6
abr-18;Latina;10,6;0,2;1,1;6,5
mar-18;Latina;10,6;0,1;3,2;8,9
feb-18;Latina;10,6;0,8;2,8;9,3
ene-18;Latina;10,5;2,3;1,1;10,2
dic-17;Latina;10,3;-0,3;-1,2;10,4
nov-17;Latina;10,3;-0,8;1,2;10,6
oct-17;Latina;10,4;0;4;10,7
sept-17;Latina;10,4;2,1;5,6;11,5
ago-17;Latina;10,2;1,9;3,1;12,1
jul-17;Latina;10;1,5;0,1;12
jun-17;Latina;9,9;-0,3;1,1;10,7
may-17;Latina;9,9;-1,1;1,8;9,9
abr-17;Latina;10;2,5;4,7;11
mar-17;Latina;9,8;0,4;4,6;9,3
feb-17;Latina;9,7;1,7;4,1;10,4
ene-17;Latina;9,5;2,4;1,5;9,2
dic-16;Latina;9,3;0;-0,1;7,6
nov-16;Latina;9,3;-0,8;2,6;7,3
oct-16;Latina;9,4;0,8;5,3;7,9
sept-16;Latina;9,3;2,7;4,8;7,7
ago-16;Latina;9,1;1,8;1,1;5
jul-16;Latina;8,9;0,3;-0,7;4,3
jun-16;Latina;8,9;-1;-0,2;5,3
may-16;Latina;9;-0,1;2,3;7,7
abr-16;Latina;9;0,8;2,9;6,7
mar-16;Latina;8,9;1,5;3;5,4
feb-16;Latina;8,8;0,6;1,1;4
ene-16;Latina;8,7;0,9;0,3;3,4
dic-15;Latina;8,7;-0,3;0;2,5
nov-15;Latina;8,7;-0,2;0,4;1,5
oct-15;Latina;8,7;0,6;1,7;1,7
sept-15;Latina;8,7;0;2,5;2
ago-15;Latina;8,7;1,1;3,7;2,4
jul-15;Latina;8,6;1,3;1,6;1,4
jun-15;Latina;8,5;1,2;-0,1;1,2
may-15;Latina;8,4;-0,9;-1,2;0,1
abr-15;Latina;8,4;-0,4;-0,3;-0,2
mar-15;Latina;8,5;0,1;0;0,4
feb-15;Latina;8,5;0;-1,3;0,2
ene-15;Latina;8,5;0;-1,3;0,3
dic-14;Latina;8,5;-1,3;-0,5;0
nov-14;Latina;8,6;0;1,3;-0,5
oct-14;Latina;8,6;0,8;1,4;-1,2
sept-14;Latina;8,5;0,5;1,7;-1,8
ago-14;Latina;8,5;0,1;1,4;-2,3
jul-14;Latina;8,4;1,1;-0,1;-1,6
jun-14;Latina;8,4;0,2;-0,9;-2,5
may-14;Latina;8,3;-1,3;-1,1;-3,8
abr-14;Latina;8,5;0,3;0,2;-2,9
mar-14;Latina;8,4;-0,1;-0,3;-4,1
feb-14;Latina;8,4;0;-2;-3,6
ene-14;Latina;8,4;-0,3;-2,8;-5,3
dic-13;Latina;8,5;-1,8;-2,3;-6,1
nov-13;Latina;8,6;-0,8;-0,6;-4,9
oct-13;Latina;8,7;0,2;1;-5,9
sept-13;Latina;8,7;0;1;-6,7
ago-13;Latina;8,7;0,8;-0,1;-6,2
jul-13;Latina;8,6;0,2;-1,3;-6,6
jun-13;Latina;8,6;-1,1;-2,5;-6,4
may-13;Latina;8,7;-0,4;-0,9;-5,5
abr-13;Latina;8,7;-1;-2,3;-6,2
mar-13;Latina;8,8;0,5;-2,4;-6,2
feb-13;Latina;8,8;-1,7;-3,4;-7,9
ene-13;Latina;8,9;-1,1;-3,4;-6,5
dic-12;Latina;9;-0,6;-3;-5,4
nov-12;Latina;9,1;-1,7;-1,9;-4,6
oct-12;Latina;9,2;-0,7;0,2;-3
sept-12;Latina;9,3;0,6;1,3;-2
ago-12;Latina;9,2;0,3;0,6;-2,3
jul-12;Latina;9,2;0,4;-0,9;-2,7
jun-12;Latina;9,2;-0,1;-2,2;-2,9
may-12;Latina;9,2;-1,2;-3,5;-3
abr-12;Latina;9,3;-1;-2,5;-2,2
mar-12;Latina;9,4;-1,4;-1,5;-3,6
feb-12;Latina;9,5;-0,2;0,1;-2,3
ene-12;Latina;9,5;0;0,3;-3,1
dic-11;Latina;9,5;0,2;0,4;-2,1
nov-11;Latina;9,5;0;0,5;-2,3
oct-11;Latina;9,5;0,2;0,5;-5
sept-11;Latina;9,5;0,3;0,4;-4
ago-11;Latina;9,4;0;-0,1;-3,3
jul-11;Latina;9,5;0,1;-0,4;-3,2
jun-11;Latina;9,4;-0,2;-2,9;-4,2
may-11;Latina;9,5;-0,3;-2,8;-2,5
abr-11;Latina;9,5;-2,4;-3,4;NA
mar-11;Latina;9,7;-0,1;0;NA
feb-11;Latina;9,7;-1;0,1;NA
ene-11;Latina;9,8;1,1;-1,7;NA
dic-10;Latina;9,7;0;-1,5;NA
nov-10;Latina;9,7;-2,8;-0,5;NA
oct-10;Latina;10;1,3;2,4;NA
sept-10;Latina;9,9;1;0,2;NA
ago-10;Latina;9,8;0,1;0,7;NA
jul-10;Latina;9,8;-0,9;NA;NA
jun-10;Latina;9,9;1,5;NA;NA
may-10;Latina;9,7;NA;NA;NA
abr-10;Latina;NA;NA;NA;NA
mar-10;Latina;NA;NA;NA;NA
feb-10;Latina;NA;NA;NA;NA
ene-10;Latina;NA;NA;NA;NA
dic-09;Latina;NA;NA;NA;NA
nov-09;Latina;NA;NA;NA;NA
oct-09;Latina;NA;NA;NA;NA
sept-09;Latina;NA;NA;NA;NA
ago-09;Latina;NA;NA;NA;NA
jul-09;Latina;NA;NA;NA;NA
jun-09;Latina;NA;NA;NA;NA
may-09;Latina;NA;NA;NA;NA
abr-09;Latina;NA;NA;NA;NA
mar-09;Latina;NA;NA;NA;NA
feb-09;Latina;NA;NA;NA;NA
ene-09;Latina;NA;NA;NA;NA
dic-08;Latina;NA;NA;NA;NA
nov-08;Latina;NA;NA;NA;NA
oct-08;Latina;NA;NA;NA;NA
sept-08;Latina;NA;NA;NA;NA
ago-08;Latina;NA;NA;NA;NA
jul-08;Latina;NA;NA;NA;NA
jun-08;Latina;NA;NA;NA;NA
may-08;Latina;NA;NA;NA;NA
abr-08;Latina;NA;NA;NA;NA
mar-08;Latina;NA;NA;NA;NA
feb-08;Latina;NA;NA;NA;NA
ene-08;Latina;NA;NA;NA;NA
dic-07;Latina;NA;NA;NA;NA
nov-07;Latina;NA;NA;NA;NA
oct-07;Latina;NA;NA;NA;NA
sept-07;Latina;NA;NA;NA;NA
ago-07;Latina;NA;NA;NA;NA
jul-07;Latina;NA;NA;NA;NA
jun-07;Latina;NA;NA;NA;NA
may-07;Latina;NA;NA;NA;NA
abr-07;Latina;NA;NA;NA;NA
mar-07;Latina;NA;NA;NA;NA
feb-07;Latina;NA;NA;NA;NA
ene-07;Latina;NA;NA;NA;NA
dic-06;Latina;NA;NA;NA;NA
nov-06;Latina;NA;NA;NA;NA
oct-06;Latina;NA;NA;NA;NA
sept-06;Latina;NA;NA;NA;NA
ago-06;Latina;NA;NA;NA;NA
jul-06;Latina;NA;NA;NA;NA
jun-06;Latina;NA;NA;NA;NA
may-06;Latina;NA;NA;NA;NA
abr-06;Latina;NA;NA;NA;NA
mar-06;Latina;NA;NA;NA;NA
feb-06;Latina;NA;NA;NA;NA
ene-06;Latina;NA;NA;NA;NA
abr-24;Moncloa-Aravaca;18,2;0;1;14,1
mar-24;Moncloa-Aravaca;18,2;-0,6;3,9;16,2
feb-24;Moncloa-Aravaca;18,4;1,7;8,1;19,6
ene-24;Moncloa-Aravaca;18,1;2,8;6,3;19,2
dic-23;Moncloa-Aravaca;17,6;3,4;2,4;15,7
nov-23;Moncloa-Aravaca;17;0;-0,4;10,2
oct-23;Moncloa-Aravaca;17;-0,9;0,3;9,1
sept-23;Moncloa-Aravaca;17,1;0,6;3,4;10,1
ago-23;Moncloa-Aravaca;17;0,7;4,6;9,9
jul-23;Moncloa-Aravaca;16,9;2,1;5,9;10,6
jun-23;Moncloa-Aravaca;16,6;1,7;5,5;10,4
may-23;Moncloa-Aravaca;16,3;1,9;6,2;8,8
abr-23;Moncloa-Aravaca;16;1,8;5,6;8,8
mar-23;Moncloa-Aravaca;15,7;2,4;3,5;8,8
feb-23;Moncloa-Aravaca;15,3;1,3;-0,4;8
ene-23;Moncloa-Aravaca;15,1;-0,2;-2,7;7,2
dic-22;Moncloa-Aravaca;15,2;-1,5;-2,5;8,7
nov-22;Moncloa-Aravaca;15,4;-1;-0,6;8,3
oct-22;Moncloa-Aravaca;15,6;0;1,7;8,8
sept-22;Moncloa-Aravaca;15,6;0,4;3,6;8,3
ago-22;Moncloa-Aravaca;15,5;1,3;3,5;7,7
jul-22;Moncloa-Aravaca;15,3;1,9;4,1;8
jun-22;Moncloa-Aravaca;15;0,3;4;6,6
may-22;Moncloa-Aravaca;15;1,8;5,4;7,5
abr-22;Moncloa-Aravaca;14,7;1,8;4,1;5,5
mar-22;Moncloa-Aravaca;14,4;1,6;3,4;2,4
feb-22;Moncloa-Aravaca;14,2;0,6;-0,1;0,6
ene-22;Moncloa-Aravaca;14,1;1,2;-1,3;0,7
dic-21;Moncloa-Aravaca;14;-1,9;-2,9;-2,4
nov-21;Moncloa-Aravaca;14,2;-0,6;-1,2;-2,9
oct-21;Moncloa-Aravaca;14,3;-0,5;1;-4,2
sept-21;Moncloa-Aravaca;14,4;-0,1;2,1;-4,7
ago-21;Moncloa-Aravaca;14,4;1,6;3,4;-4,1
jul-21;Moncloa-Aravaca;14,2;0,6;1,7;-4,7
jun-21;Moncloa-Aravaca;14,1;1,2;-0,1;-4,9
may-21;Moncloa-Aravaca;13,9;-0,1;-1,4;-6,7
abr-21;Moncloa-Aravaca;13,9;-1,2;-0,7;-6,4
mar-21;Moncloa-Aravaca;14,1;-0,1;-1,4;-3,3
feb-21;Moncloa-Aravaca;14,1;0,7;-3,5;-2,3
ene-21;Moncloa-Aravaca;14;-2;-6,1;-2,8
dic-20;Moncloa-Aravaca;14,3;-2,3;-5,2;-1,2
nov-20;Moncloa-Aravaca;14,6;-2;-2,4;-0,3
oct-20;Moncloa-Aravaca;14,9;-1;0,5;-0,3
sept-20;Moncloa-Aravaca;15,1;0,5;1,8;1,6
ago-20;Moncloa-Aravaca;15;0,9;0,5;0,9
jul-20;Moncloa-Aravaca;14,9;0,3;-0,1;1,4
jun-20;Moncloa-Aravaca;14,8;-0,7;1,6;1,8
may-20;Moncloa-Aravaca;14,9;0,3;3,2;2
abr-20;Moncloa-Aravaca;14,9;2;3,2;2,3
mar-20;Moncloa-Aravaca;14,6;0,9;0,7;0,3
feb-20;Moncloa-Aravaca;14,5;0,2;-1,6;-0,8
ene-20;Moncloa-Aravaca;14,4;-0,4;-3,7;-1,4
dic-19;Moncloa-Aravaca;14,5;-1,4;-2,5;-1,2
nov-19;Moncloa-Aravaca;14,7;-1,9;-1,3;1,4
oct-19;Moncloa-Aravaca;15;0,8;2,2;3,1
sept-19;Moncloa-Aravaca;14,9;-0,1;2,1;2,3
ago-19;Moncloa-Aravaca;14,9;1,5;1,7;4,1
jul-19;Moncloa-Aravaca;14,7;0,7;0,7;5,4
jun-19;Moncloa-Aravaca;14,6;-0,5;0,1;5,6
may-19;Moncloa-Aravaca;14,6;0,5;0,4;5,1
abr-19;Moncloa-Aravaca;14,6;0,1;-0,5;4,7
mar-19;Moncloa-Aravaca;14,5;-0,2;-0,9;7,7
feb-19;Moncloa-Aravaca;14,6;-0,4;0,6;9,5
ene-19;Moncloa-Aravaca;14,6;-0,3;0,6;10,2
dic-18;Moncloa-Aravaca;14,7;1,2;1;10,6
nov-18;Moncloa-Aravaca;14,5;-0,3;1,4;8,4
oct-18;Moncloa-Aravaca;14,5;0,1;4,4;8,1
sept-18;Moncloa-Aravaca;14,5;1,6;5,3;9,4
ago-18;Moncloa-Aravaca;14,3;2,7;2,6;8,7
jul-18;Moncloa-Aravaca;13,9;0,9;0,1;8,5
jun-18;Moncloa-Aravaca;13,8;-1;2,2;6,9
may-18;Moncloa-Aravaca;13,9;0,2;4,6;7
abr-18;Moncloa-Aravaca;13,9;3;4,7;7,1
mar-18;Moncloa-Aravaca;13,5;1,4;1,8;2,9
feb-18;Moncloa-Aravaca;13,3;0,2;-0,4;2,5
ene-18;Moncloa-Aravaca;13,3;0,1;-1,2;4,4
dic-17;Moncloa-Aravaca;13,3;-0,8;-0,1;5,4
nov-17;Moncloa-Aravaca;13,4;-0,6;1,6;6,1
oct-17;Moncloa-Aravaca;13,4;1,2;4,8;7
sept-17;Moncloa-Aravaca;13,3;1;2,9;6,5
ago-17;Moncloa-Aravaca;13,1;2,5;1;7,1
jul-17;Moncloa-Aravaca;12,8;-0,6;-1,2;3,9
jun-17;Moncloa-Aravaca;12,9;-0,9;-1,6;4,9
may-17;Moncloa-Aravaca;13;0,2;0,2;8,8
abr-17;Moncloa-Aravaca;13;-1;2,1;10
mar-17;Moncloa-Aravaca;13,1;0,9;4,2;11,5
feb-17;Moncloa-Aravaca;13;2,2;3,2;10,9
ene-17;Moncloa-Aravaca;12,7;1,1;1,2;7
dic-16;Moncloa-Aravaca;12,6;-0,1;0,9;4,6
nov-16;Moncloa-Aravaca;12,6;0,3;2,6;3,5
oct-16;Moncloa-Aravaca;12,6;0,7;1,8;3,3
sept-16;Moncloa-Aravaca;12,5;1,5;1,3;3,2
ago-16;Moncloa-Aravaca;12,3;-0,5;2,7;2,4
jul-16;Moncloa-Aravaca;12,3;0,3;4,5;5,1
jun-16;Moncloa-Aravaca;12,3;2,9;4,6;6,9
may-16;Moncloa-Aravaca;12;1,3;2,1;4,3
abr-16;Moncloa-Aravaca;11,8;0,4;-0,6;2,2
mar-16;Moncloa-Aravaca;11,8;0,4;-2,2;3,4
feb-16;Moncloa-Aravaca;11,7;-1,4;-3,7;3,9
ene-16;Moncloa-Aravaca;11,9;-1,2;-2,3;5,9
dic-15;Moncloa-Aravaca;12;-1,2;-0,5;6,7
nov-15;Moncloa-Aravaca;12,2;0;1,4;6,7
oct-15;Moncloa-Aravaca;12,2;0,6;3,5;6,1
sept-15;Moncloa-Aravaca;12,1;0,8;5,1;6,2
ago-15;Moncloa-Aravaca;12;2,1;4,6;5,7
jul-15;Moncloa-Aravaca;11,7;2,1;1,7;3,5
jun-15;Moncloa-Aravaca;11,5;0,3;1,1;3,5
may-15;Moncloa-Aravaca;11,5;-0,7;1,7;3,2
abr-15;Moncloa-Aravaca;11,5;1,5;2,9;3,9
mar-15;Moncloa-Aravaca;11,4;0,9;0,9;3,8
feb-15;Moncloa-Aravaca;11,3;0,5;-1,1;3,9
ene-15;Moncloa-Aravaca;11,2;-0,5;-2,1;3,8
dic-14;Moncloa-Aravaca;11,3;-1,2;-0,9;5
nov-14;Moncloa-Aravaca;11,4;-0,5;0,5;4,8
oct-14;Moncloa-Aravaca;11,5;0,7;1;4,1
sept-14;Moncloa-Aravaca;11,4;0,2;2,3;3,2
ago-14;Moncloa-Aravaca;11,3;0;2,1;3,4
jul-14;Moncloa-Aravaca;11,3;2,1;2,1;3,4
jun-14;Moncloa-Aravaca;11,1;0;1,3;1,2
may-14;Moncloa-Aravaca;11,1;0;2,4;1,2
abr-14;Moncloa-Aravaca;11,1;1,3;2,8;1,6
mar-14;Moncloa-Aravaca;11;1;2,1;-0,5
feb-14;Moncloa-Aravaca;10,9;0,4;-0,2;-2
ene-14;Moncloa-Aravaca;10,8;0,7;-1,8;-2,6
dic-13;Moncloa-Aravaca;10,7;-1,3;-2,6;-4,4
nov-13;Moncloa-Aravaca;10,9;-1,1;-0,9;-5,2
oct-13;Moncloa-Aravaca;11;-0,2;0,3;-4,5
sept-13;Moncloa-Aravaca;11;0,4;0,4;-4,7
ago-13;Moncloa-Aravaca;11;0,1;0;-5,7
jul-13;Moncloa-Aravaca;11;-0,1;0,3;-5,8
jun-13;Moncloa-Aravaca;11;0;-0,3;-5,7
may-13;Moncloa-Aravaca;11;0,4;-0,8;-6,2
abr-13;Moncloa-Aravaca;10,9;-0,7;-1,4;-5,6
mar-13;Moncloa-Aravaca;11;-0,5;-1,8;-5,1
feb-13;Moncloa-Aravaca;11,1;-0,2;-3,5;-4,3
ene-13;Moncloa-Aravaca;11,1;-1,1;-3,7;-3,9
dic-12;Moncloa-Aravaca;11,2;-2,1;-3;-4,1
nov-12;Moncloa-Aravaca;11,5;-0,4;-1,4;-4,4
oct-12;Moncloa-Aravaca;11,5;-0,4;-1,1;-6
sept-12;Moncloa-Aravaca;11,6;-0,6;-0,6;-5,6
ago-12;Moncloa-Aravaca;11,6;-0,1;-0,6;-5,3
jul-12;Moncloa-Aravaca;11,6;0;0,6;-5,3
jun-12;Moncloa-Aravaca;11,6;-0,5;0,4;-5,2
may-12;Moncloa-Aravaca;11,7;1,1;1,2;-3,7
abr-12;Moncloa-Aravaca;11,6;-0,2;0,3;-4,5
mar-12;Moncloa-Aravaca;11,6;0,3;-0,8;-6,5
feb-12;Moncloa-Aravaca;11,6;0,2;-3,6;-6,7
ene-12;Moncloa-Aravaca;11,6;-1,3;-5,8;-6,6
dic-11;Moncloa-Aravaca;11,7;-2,5;-4,5;-6,3
nov-11;Moncloa-Aravaca;12;-2;-2,3;-5,2
oct-11;Moncloa-Aravaca;12,3;0;-0,3;-4
sept-11;Moncloa-Aravaca;12,3;-0,2;-0,3;-5,1
ago-11;Moncloa-Aravaca;12,3;-0,1;1,1;-5,4
jul-11;Moncloa-Aravaca;12,3;0,1;1,4;-6,8
jun-11;Moncloa-Aravaca;12,3;1,1;-1;-6,8
may-11;Moncloa-Aravaca;12,2;0,2;-2;-6,8
abr-11;Moncloa-Aravaca;12,1;-2,4;-1,9;-7,3
mar-11;Moncloa-Aravaca;12,4;0,1;-0,6;-5,8
feb-11;Moncloa-Aravaca;12,4;0,3;-2,1;-8,5
ene-11;Moncloa-Aravaca;12,4;-1,1;-3,2;-6,9
dic-10;Moncloa-Aravaca;12,5;-1,4;-3,3;-6
nov-10;Moncloa-Aravaca;12,7;-0,8;-2,5;-5,5
oct-10;Moncloa-Aravaca;12,8;-1,2;-3,3;-5
sept-10;Moncloa-Aravaca;12,9;-0,5;-2;-5,3
ago-10;Moncloa-Aravaca;13;-1,6;-0,4;-3,2
jul-10;Moncloa-Aravaca;13,2;0,1;0,8;-1,5
jun-10;Moncloa-Aravaca;13,2;1,2;0;NA
may-10;Moncloa-Aravaca;13;-0,4;-3,8;NA
abr-10;Moncloa-Aravaca;13,1;-0,8;-1,4;NA
mar-10;Moncloa-Aravaca;13,2;-2,7;-0,8;NA
feb-10;Moncloa-Aravaca;13,6;2,1;1,1;NA
ene-10;Moncloa-Aravaca;13,3;-0,1;-1,2;NA
dic-09;Moncloa-Aravaca;13,3;-0,8;-2,6;NA
nov-09;Moncloa-Aravaca;13,4;-0,2;-0,1;NA
oct-09;Moncloa-Aravaca;13,4;-1,6;0,3;NA
sept-09;Moncloa-Aravaca;13,6;1,8;NA;NA
ago-09;Moncloa-Aravaca;13,4;0,1;NA;NA
jul-09;Moncloa-Aravaca;13,4;NA;NA;NA
jun-09;Moncloa-Aravaca;NA;NA;NA;NA
may-09;Moncloa-Aravaca;NA;NA;NA;NA
abr-09;Moncloa-Aravaca;NA;NA;NA;NA
mar-09;Moncloa-Aravaca;NA;NA;NA;NA
feb-09;Moncloa-Aravaca;NA;NA;NA;NA
ene-09;Moncloa-Aravaca;NA;NA;NA;NA
dic-08;Moncloa-Aravaca;NA;NA;NA;NA
nov-08;Moncloa-Aravaca;NA;NA;NA;NA
oct-08;Moncloa-Aravaca;NA;NA;NA;NA
sept-08;Moncloa-Aravaca;NA;NA;NA;NA
ago-08;Moncloa-Aravaca;NA;NA;NA;NA
jul-08;Moncloa-Aravaca;NA;NA;NA;NA
jun-08;Moncloa-Aravaca;NA;NA;NA;NA
may-08;Moncloa-Aravaca;NA;NA;NA;NA
abr-08;Moncloa-Aravaca;NA;NA;NA;NA
mar-08;Moncloa-Aravaca;NA;NA;NA;NA
feb-08;Moncloa-Aravaca;NA;NA;NA;NA
ene-08;Moncloa-Aravaca;NA;NA;NA;NA
dic-07;Moncloa-Aravaca;NA;NA;NA;NA
nov-07;Moncloa-Aravaca;NA;NA;NA;NA
oct-07;Moncloa-Aravaca;NA;NA;NA;NA
sept-07;Moncloa-Aravaca;NA;NA;NA;NA
ago-07;Moncloa-Aravaca;NA;NA;NA;NA
jul-07;Moncloa-Aravaca;NA;NA;NA;NA
jun-07;Moncloa-Aravaca;NA;NA;NA;NA
may-07;Moncloa-Aravaca;NA;NA;NA;NA
abr-07;Moncloa-Aravaca;NA;NA;NA;NA
mar-07;Moncloa-Aravaca;NA;NA;NA;NA
feb-07;Moncloa-Aravaca;NA;NA;NA;NA
ene-07;Moncloa-Aravaca;NA;NA;NA;NA
dic-06;Moncloa-Aravaca;NA;NA;NA;NA
nov-06;Moncloa-Aravaca;NA;NA;NA;NA
oct-06;Moncloa-Aravaca;NA;NA;NA;NA
sept-06;Moncloa-Aravaca;NA;NA;NA;NA
ago-06;Moncloa-Aravaca;NA;NA;NA;NA
jul-06;Moncloa-Aravaca;NA;NA;NA;NA
jun-06;Moncloa-Aravaca;NA;NA;NA;NA
may-06;Moncloa-Aravaca;NA;NA;NA;NA
abr-06;Moncloa-Aravaca;NA;NA;NA;NA
mar-06;Moncloa-Aravaca;NA;NA;NA;NA
feb-06;Moncloa-Aravaca;NA;NA;NA;NA
ene-06;Moncloa-Aravaca;NA;NA;NA;NA
abr-24;Moratalaz;14,2;4,9;4,8;17,2
mar-24;Moratalaz;13,5;3,5;-1,8;10,6
feb-24;Moratalaz;13,1;-3,4;-3,9;8,1
ene-24;Moratalaz;13,6;-1,7;3,8;12,1
dic-23;Moratalaz;13,8;1,2;8,2;15
nov-23;Moratalaz;13,6;4,3;8,3;14,1
oct-23;Moratalaz;13,1;2,5;5,4;8,8
sept-23;Moratalaz;12,7;1,4;4,7;5,8
ago-23;Moratalaz;12,6;1,5;4,6;5,4
jul-23;Moratalaz;12,4;1,7;2,2;9,3
jun-23;Moratalaz;12,2;1,3;-0,5;7,7
may-23;Moratalaz;12;-0,9;-0,8;5,3
abr-23;Moratalaz;12,1;-1;0,3;8
mar-23;Moratalaz;12,2;1,1;2,1;9,5
feb-23;Moratalaz;12,1;0,2;1,5;9
ene-23;Moratalaz;12,1;0,8;0,7;9,1
dic-22;Moratalaz;12;0,5;-0,5;8,3
nov-22;Moratalaz;11,9;-0,6;0,1;8,9
oct-22;Moratalaz;12;-0,4;5,9;10,8
sept-22;Moratalaz;12;1;6,6;11,8
ago-22;Moratalaz;11,9;5,2;4,5;8,6
jul-22;Moratalaz;11,3;0,3;1;1,9
jun-22;Moratalaz;11,3;-1;1,1;2,9
may-22;Moratalaz;11,4;1,7;2,7;5,4
abr-22;Moratalaz;11,2;0,4;1,3;2,8
mar-22;Moratalaz;11,2;0,6;0,9;3,3
feb-22;Moratalaz;11,1;0,3;1,4;3,2
ene-22;Moratalaz;11,1;0;2,3;2,5
dic-21;Moratalaz;11,1;1,1;2,8;1,5
nov-21;Moratalaz;11;1,2;-0,1;-3
oct-21;Moratalaz;10,8;0,6;-2,6;-4,4
sept-21;Moratalaz;10,8;-1,8;-1,9;-5,6
ago-21;Moratalaz;11;-1,4;1,3;-5,3
jul-21;Moratalaz;11,1;1,3;1,9;-5,4
jun-21;Moratalaz;11;1,4;1,5;-7,1
may-21;Moratalaz;10,8;-0,8;0,6;-9,7
abr-21;Moratalaz;10,9;0,9;1;-10,1
mar-21;Moratalaz;10,8;0,5;-0,8;-8,5
feb-21;Moratalaz;10,8;-0,4;-4,7;-5,2
ene-21;Moratalaz;10,8;-0,9;-4,6;-3,8
dic-20;Moratalaz;10,9;-3,5;-4,4;-3
nov-20;Moratalaz;11,3;-0,3;-2,5;0,2
oct-20;Moratalaz;11,3;-0,7;-3,7;1,5
sept-20;Moratalaz;11,4;-1,6;-3,5;0,8
ago-20;Moratalaz;11,6;-1,5;-3,4;4,5
jul-20;Moratalaz;11,8;-0,5;-3,1;6,5
jun-20;Moratalaz;11,8;-1,4;0;4,1
may-20;Moratalaz;12;-1,2;5,7;7,5
abr-20;Moratalaz;12,1;2,7;8;8,3
mar-20;Moratalaz;11,8;4,1;5,2;8,4
feb-20;Moratalaz;11,4;1,1;0,7;4,8
ene-20;Moratalaz;11,2;0;0,6;7,4
dic-19;Moratalaz;11,2;-0,4;-0,7;7
nov-19;Moratalaz;11,3;1;1,6;6,5
oct-19;Moratalaz;11,2;-1,4;1,1;6,5
sept-19;Moratalaz;11,3;2;-0,3;6,2
ago-19;Moratalaz;11,1;0,5;-0,6;4
jul-19;Moratalaz;11;-2,8;-1,5;4,1
jun-19;Moratalaz;11,4;1,8;4,2;5,5
may-19;Moratalaz;11,2;-0,5;3,1;3,6
abr-19;Moratalaz;11,2;2,8;7,2;7,8
mar-19;Moratalaz;10,9;0,7;3,8;5,6
feb-19;Moratalaz;10,8;3,6;2,2;5,7
ene-19;Moratalaz;10,5;-0,4;-0,3;2,2
dic-18;Moratalaz;10,5;-0,8;-1,5;5,1
nov-18;Moratalaz;10,6;1;-0,7;6
oct-18;Moratalaz;10,5;-1,6;-1,2;6
sept-18;Moratalaz;10,7;-0,1;-1;9,9
ago-18;Moratalaz;10,7;0,5;-1;8,6
jul-18;Moratalaz;10,6;-1,4;2,1;9,8
jun-18;Moratalaz;10,8;-0,1;4,2;12,3
may-18;Moratalaz;10,8;3,7;5,2;14,2
abr-18;Moratalaz;10,4;0,7;1,6;10,9
mar-18;Moratalaz;10,3;0,8;3,4;11,1
feb-18;Moratalaz;10,2;0,1;2,5;8,9
ene-18;Moratalaz;10,2;2,4;3,4;10,3
dic-17;Moratalaz;10;0;3;7
nov-17;Moratalaz;10;1;1,7;7,7
oct-17;Moratalaz;9,9;2;2,4;8,6
sept-17;Moratalaz;9,7;-1,3;1,2;7,8
ago-17;Moratalaz;9,8;1,7;4,1;10,6
jul-17;Moratalaz;9,7;0,8;3,1;10,5
jun-17;Moratalaz;9,6;1,5;3,1;9,4
may-17;Moratalaz;9,4;0,7;0,3;6,5
abr-17;Moratalaz;9,4;0,8;1;6,2
mar-17;Moratalaz;9,3;-1,2;-0,5;5,4
feb-17;Moratalaz;9,4;1,4;1,4;7,3
ene-17;Moratalaz;9,3;-0,6;1,9;6,3
dic-16;Moratalaz;9,3;0,6;3,8;6,6
nov-16;Moratalaz;9,3;1,9;4,5;7,4
oct-16;Moratalaz;9,1;1,3;4,2;7,1
sept-16;Moratalaz;9;1,2;2,7;4,8
ago-16;Moratalaz;8,9;1,6;0,2;3,5
jul-16;Moratalaz;8,8;-0,2;-0,8;2,5
jun-16;Moratalaz;8,8;-1,2;-0,6;3
may-16;Moratalaz;8,9;0,5;1,1;2
abr-16;Moratalaz;8,8;0;1;-0,4
mar-16;Moratalaz;8,8;0,6;0,6;2,4
feb-16;Moratalaz;8,8;0,4;1,5;2
ene-16;Moratalaz;8,7;-0,3;2,7;3,5
dic-15;Moratalaz;8,8;1,4;2,1;6,6
nov-15;Moratalaz;8,6;1,6;0,7;4,9
