fecha,distrito,precio_m2,variacion_mensual,variacion_trimestral,variacion_anual
02-2011,CIUDAD LINEAL,"11,3","0,3","-1,4",-1
01-2011,CIUDAD LINEAL,"11,3",0,"-0,3","-1,4"
12-2010,CIUDAD LINEAL,"11,3","-1,7","-0,7","0,5"
11-2010,CIUDAD LINEAL,"11,5","1,4","2,2","-3,7"
10-2010,CIUDAD LINEAL,"11,3","-0,4","4,5","-5,4"
09-2010,CIUDAD LINEAL,"11,3","1,1","3,8","-5,5"
08-2010,CIUDAD LINEAL,"11,2","3,7","-1,7","-9,1"
07-2010,CIUDAD LINEAL,"10,8","-1,1","-7,2",-13
06-2010,CIUDAD LINEAL,"10,9","-4,2","-4,6","-12,3"
05-2010,CIUDAD LINEAL,"11,4","-2,1","-0,1",
04-2010,CIUDAD LINEAL,"11,6","1,7",2,
03-2010,CIUDAD LINEAL,"11,5","0,4","2,2",
02-2010,CIUDAD LINEAL,"11,4","-0,1","-4,1",
01-2010,CIUDAD LINEAL,"11,4","1,9","-4,4",
12-2009,CIUDAD LINEAL,"11,2","-5,8","-6,6",
11-2009,CIUDAD LINEAL,"11,9","-0,4","-3,6",
10-2009,CIUDAD LINEAL,"11,9","-0,5","-3,9",
09-2009,CIUDAD LINEAL,12,"-2,7","-3,7",
08-2009,CIUDAD LINEAL,"12,3","-0,8",,
07-2009,CIUDAD LINEAL,"12,4","-0,2",,
06-2009,CIUDAD LINEAL,"12,5",,,
05-2009,CIUDAD LINEAL,,,,
04-2009,CIUDAD LINEAL,,,,
03-2009,CIUDAD LINEAL,,,,
02-2009,CIUDAD LINEAL,,,,
01-2009,CIUDAD LINEAL,,,,
12-2008,CIUDAD LINEAL,,,,
11-2008,CIUDAD LINEAL,,,,
10-2008,CIUDAD LINEAL,,,,
09-2008,CIUDAD LINEAL,,,,
08-2008,CIUDAD LINEAL,,,,
07-2008,CIUDAD LINEAL,,,,
06-2008,CIUDAD LINEAL,,,,
05-2008,CIUDAD LINEAL,,,,
04-2008,CIUDAD LINEAL,,,,
03-2008,CIUDAD LINEAL,,,,
02-2008,CIUDAD LINEAL,,,,
01-2008,CIUDAD LINEAL,,,,
12-2007,CIUDAD LINEAL,,,,
11-2007,CIUDAD LINEAL,,,,
10-2007,CIUDAD LINEAL,,,,
09-2007,CIUDAD LINEAL,,,,
08-2007,CIUDAD LINEAL,,,,
07-2007,CIUDAD LINEAL,,,,
06-2007,CIUDAD LINEAL,,,,
05-2007,CIUDAD LINEAL,,,,
04-2007,CIUDAD LINEAL,,,,
03-2007,CIUDAD LINEAL,,,,
02-2007,CIUDAD LINEAL,,,,
01-2007,CIUDAD LINEAL,,,,
12-2006,CIUDAD LINEAL,,,,
11-2006,CIUDAD LINEAL,,,,
10-2006,CIUDAD LINEAL,,,,
09-2006,CIUDAD LINEAL,,,,
08-2006,CIUDAD LINEAL,,,,
07-2006,CIUDAD LINEAL,,,,
06-2006,CIUDAD LINEAL,,,,
05-2006,CIUDAD LINEAL,,,,
04-2006,CIUDAD LINEAL,,,,
03-2006,CIUDAD LINEAL,,,,
02-2006,CIUDAD LINEAL,,,,
01-2006,CIUDAD LINEAL,,,,
04-2024,FUENCARRAL - EL PARDO,15,1,"3,9","9,7"
03-2024,FUENCARRAL - EL PARDO,"14,9","1,8","3,3","8,4"
02-2024,FUENCARRAL - EL PARDO,"14,6","1,1","1,6","8,5"
01-2024,FUENCARRAL - EL PARDO,"14,5","0,4","1,5","9,3"
12-2023,FUENCARRAL - EL PARDO,"14,4","0,2",2,"9,8"
11-2023,FUENCARRAL - EL PARDO,"14,4",1,"2,6","9,7"
10-2023,FUENCARRAL - EL PARDO,"14,2","0,8",3,"9,1"
09-2023,FUENCARRAL - EL PARDO,"14,1","0,8","2,3","9,6"
08-2023,FUENCARRAL - EL PARDO,14,"1,4","0,9","9,1"
07-2023,FUENCARRAL - EL PARDO,"13,8","0,1","0,9","7,9"
06-2023,FUENCARRAL - EL PARDO,"13,8","-0,6","0,7","8,6"
05-2023,FUENCARRAL - EL PARDO,"13,9","1,5","3,2","10,1"
04-2023,FUENCARRAL - EL PARDO,"13,7","-0,1","3,6","9,3"
03-2023,FUENCARRAL - EL PARDO,"13,7","1,9","4,6","9,3"
02-2023,FUENCARRAL - EL PARDO,"13,5","1,8","2,7","8,4"
01-2023,FUENCARRAL - EL PARDO,"13,2","0,8","1,4","6,3"
12-2022,FUENCARRAL - EL PARDO,"13,1",0,"1,7","6,6"
11-2022,FUENCARRAL - EL PARDO,"13,1","0,5",2,"7,2"
10-2022,FUENCARRAL - EL PARDO,13,"1,2","1,8","7,1"
09-2022,FUENCARRAL - EL PARDO,"12,9","0,3","1,4",7
08-2022,FUENCARRAL - EL PARDO,"12,8","0,2","1,8","6,6"
07-2022,FUENCARRAL - EL PARDO,"12,8","0,8","2,2","6,4"
06-2022,FUENCARRAL - EL PARDO,"12,7","0,8","1,3","5,7"
05-2022,FUENCARRAL - EL PARDO,"12,6","0,6","1,5","4,6"
04-2022,FUENCARRAL - EL PARDO,"12,5","-0,1","0,8","4,4"
03-2022,FUENCARRAL - EL PARDO,"12,5",1,2,"3,7"
02-2022,FUENCARRAL - EL PARDO,"12,4","-0,1","1,7","2,3"
01-2022,FUENCARRAL - EL PARDO,"12,4","1,1","2,2","2,8"
12-2021,FUENCARRAL - EL PARDO,"12,3","0,6","2,1","0,6"
11-2021,FUENCARRAL - EL PARDO,"12,2","0,4","1,4","-1,2"
10-2021,FUENCARRAL - EL PARDO,"12,2","1,1",1,"-2,7"
09-2021,FUENCARRAL - EL PARDO,12,"-0,1","0,1",-5
08-2021,FUENCARRAL - EL PARDO,"12,1",0,"-0,1","-4,8"
07-2021,FUENCARRAL - EL PARDO,12,"0,2","0,3","-5,6"
06-2021,FUENCARRAL - EL PARDO,12,"-0,3","-0,5","-5,3"
05-2021,FUENCARRAL - EL PARDO,"12,1","0,4","-0,7",-6
04-2021,FUENCARRAL - EL PARDO,12,"-0,7","-0,7",-7
03-2021,FUENCARRAL - EL PARDO,"12,1","-0,4","-1,1",-6
02-2021,FUENCARRAL - EL PARDO,"12,1","0,5","-1,8","-4,5"
01-2021,FUENCARRAL - EL PARDO,"12,1","-1,1","-3,3","-4,3"
12-2020,FUENCARRAL - EL PARDO,"12,2","-1,2","-3,6","-2,7"
11-2020,FUENCARRAL - EL PARDO,"12,4","-1,1","-2,3","-1,8"
10-2020,FUENCARRAL - EL PARDO,"12,5","-1,3",-2,"-1,6"
09-2020,FUENCARRAL - EL PARDO,"12,7","0,1","-0,2","0,9"
08-2020,FUENCARRAL - EL PARDO,"12,7","-0,8","-1,3","1,3"
07-2020,FUENCARRAL - EL PARDO,"12,8","0,4","-1,2","3,1"
06-2020,FUENCARRAL - EL PARDO,"12,7",-1,"-1,3","2,8"
05-2020,FUENCARRAL - EL PARDO,"12,8","-0,7","0,9",3
04-2020,FUENCARRAL - EL PARDO,"12,9","0,4","2,3","4,5"
03-2020,FUENCARRAL - EL PARDO,"12,9","1,2","2,4","4,3"
02-2020,FUENCARRAL - EL PARDO,"12,7","0,7",1,"3,2"
01-2020,FUENCARRAL - EL PARDO,"12,6","0,5","-0,7","2,8"
12-2019,FUENCARRAL - EL PARDO,"12,6","-0,2",0,2
11-2019,FUENCARRAL - EL PARDO,"12,6",-1,"0,8","2,4"
10-2019,FUENCARRAL - EL PARDO,"12,7","1,2","2,7","4,6"
09-2019,FUENCARRAL - EL PARDO,"12,6","0,5","1,6","4,4"
08-2019,FUENCARRAL - EL PARDO,"12,5",1,"0,3","3,9"
07-2019,FUENCARRAL - EL PARDO,"12,4","0,1","0,2",2
06-2019,FUENCARRAL - EL PARDO,"12,4","-0,7","0,2","0,7"
05-2019,FUENCARRAL - EL PARDO,"12,5","0,8",1,"3,6"
04-2019,FUENCARRAL - EL PARDO,"12,4","0,2","0,6","4,4"
03-2019,FUENCARRAL - EL PARDO,"12,3","0,1","0,1",4
02-2019,FUENCARRAL - EL PARDO,"12,3","0,3","0,2",4
01-2019,FUENCARRAL - EL PARDO,"12,3","-0,3",1,"3,1"
12-2018,FUENCARRAL - EL PARDO,"12,3","0,1","2,4","2,8"
11-2018,FUENCARRAL - EL PARDO,"12,3","1,2","2,3","4,3"
10-2018,FUENCARRAL - EL PARDO,"12,2","1,1","0,2",4
09-2018,FUENCARRAL - EL PARDO,12,0,"-1,9","3,9"
08-2018,FUENCARRAL - EL PARDO,12,"-0,9","0,1","4,8"
07-2018,FUENCARRAL - EL PARDO,"12,1","-1,1","2,5","5,8"
06-2018,FUENCARRAL - EL PARDO,"12,3","2,1","3,5","8,3"
05-2018,FUENCARRAL - EL PARDO,12,"1,6","1,4","7,1"
04-2018,FUENCARRAL - EL PARDO,"11,8","-0,2","-0,6","6,7"
03-2018,FUENCARRAL - EL PARDO,"11,9","0,1",-1,"6,8"
02-2018,FUENCARRAL - EL PARDO,"11,9","-0,5","0,5","7,4"
01-2018,FUENCARRAL - EL PARDO,"11,9","-0,6","1,8","7,4"
12-2017,FUENCARRAL - EL PARDO,12,"1,5","3,4","7,4"
11-2017,FUENCARRAL - EL PARDO,"11,8","0,8","2,8","7,1"
10-2017,FUENCARRAL - EL PARDO,"11,7","0,9",2,"7,9"
09-2017,FUENCARRAL - EL PARDO,"11,6",1,"2,2","7,9"
08-2017,FUENCARRAL - EL PARDO,"11,5","0,1","2,3","6,9"
07-2017,FUENCARRAL - EL PARDO,"11,5","1,2","3,4","7,4"
06-2017,FUENCARRAL - EL PARDO,"11,3",1,"2,1",7
05-2017,FUENCARRAL - EL PARDO,"11,2","1,2","1,7","6,3"
04-2017,FUENCARRAL - EL PARDO,"11,1","-0,1",0,"5,1"
03-2017,FUENCARRAL - EL PARDO,"11,1","0,6","-0,4","5,6"
02-2017,FUENCARRAL - EL PARDO,11,"-0,5","0,2","6,5"
01-2017,FUENCARRAL - EL PARDO,"11,1","-0,6","2,3","7,3"
12-2016,FUENCARRAL - EL PARDO,"11,2","1,2","3,8","7,4"
11-2016,FUENCARRAL - EL PARDO,11,"1,7","2,6","6,5"
10-2016,FUENCARRAL - EL PARDO,"10,8","0,9","1,5","4,6"
09-2016,FUENCARRAL - EL PARDO,"10,7",0,"1,4","4,6"
08-2016,FUENCARRAL - EL PARDO,"10,7","0,6","1,8","5,3"
07-2016,FUENCARRAL - EL PARDO,"10,7","0,8","1,2","4,4"
06-2016,FUENCARRAL - EL PARDO,"10,6","0,4","0,8","3,5"
05-2016,FUENCARRAL - EL PARDO,"10,6",0,"1,8","2,5"
04-2016,FUENCARRAL - EL PARDO,"10,6","0,3",2,"3,6"
03-2016,FUENCARRAL - EL PARDO,"10,5","1,4","1,3",4
02-2016,FUENCARRAL - EL PARDO,"10,4","0,3","0,2","2,2"
01-2016,FUENCARRAL - EL PARDO,"10,3","-0,4","-0,3","1,8"
12-2015,FUENCARRAL - EL PARDO,"10,4","0,4","1,1","3,3"
11-2015,FUENCARRAL - EL PARDO,"10,3","-0,2","1,4","5,4"
10-2015,FUENCARRAL - EL PARDO,"10,4","0,9","1,3","5,5"
09-2015,FUENCARRAL - EL PARDO,"10,3","0,7","0,4","4,5"
08-2015,FUENCARRAL - EL PARDO,"10,2","-0,3","-0,9","3,8"
07-2015,FUENCARRAL - EL PARDO,"10,2",0,"0,5","2,6"
06-2015,FUENCARRAL - EL PARDO,"10,2","-0,6","1,2",3
05-2015,FUENCARRAL - EL PARDO,"10,3",1,"1,5","4,6"
04-2015,FUENCARRAL - EL PARDO,"10,2","0,8","0,3","2,5"
03-2015,FUENCARRAL - EL PARDO,"10,1","-0,3","0,5","1,3"
02-2015,FUENCARRAL - EL PARDO,"10,1","-0,1","3,4","3,2"
01-2015,FUENCARRAL - EL PARDO,"10,2",1,"3,3","3,4"
12-2014,FUENCARRAL - EL PARDO,"10,1","2,5","2,3","2,4"
11-2014,FUENCARRAL - EL PARDO,"9,8","-0,2","-0,2","-2,2"
10-2014,FUENCARRAL - EL PARDO,"9,8",0,"-1,5","-2,7"
09-2014,FUENCARRAL - EL PARDO,"9,8",0,-1,"-2,2"
08-2014,FUENCARRAL - EL PARDO,"9,8","-1,5","-0,1","-1,8"
07-2014,FUENCARRAL - EL PARDO,10,"0,4","0,4",1
06-2014,FUENCARRAL - EL PARDO,"9,9",1,"-0,5","0,7"
05-2014,FUENCARRAL - EL PARDO,"9,8",-1,"0,1","-1,2"
04-2014,FUENCARRAL - EL PARDO,"9,9","-0,4","1,3","-1,8"
03-2014,FUENCARRAL - EL PARDO,10,"1,6","1,7","-1,1"
02-2014,FUENCARRAL - EL PARDO,"9,8","0,1",-2,"-2,9"
01-2014,FUENCARRAL - EL PARDO,"9,8",0,"-2,8","-4,2"
12-2013,FUENCARRAL - EL PARDO,"9,8","-2,1","-2,3","-3,9"
11-2013,FUENCARRAL - EL PARDO,10,"-0,7","0,3","-2,1"
10-2013,FUENCARRAL - EL PARDO,"10,1","0,4","2,3","-1,4"
09-2013,FUENCARRAL - EL PARDO,"10,1","0,5","1,9","-1,9"
08-2013,FUENCARRAL - EL PARDO,10,"1,3","0,4","-2,7"
07-2013,FUENCARRAL - EL PARDO,"9,9",0,"-2,5","-3,7"
06-2013,FUENCARRAL - EL PARDO,"9,9",-1,"-2,2","-4,2"
05-2013,FUENCARRAL - EL PARDO,10,"-1,6","-1,5","-4,8"
04-2013,FUENCARRAL - EL PARDO,"10,1","0,3","-1,2","-3,6"
03-2013,FUENCARRAL - EL PARDO,"10,1","-0,3","-1,3","-3,9"
02-2013,FUENCARRAL - EL PARDO,"10,1","-1,2","-1,2","-4,4"
01-2013,FUENCARRAL - EL PARDO,"10,2","0,2",0,"-2,8"
12-2012,FUENCARRAL - EL PARDO,"10,2","-0,2","-0,3","-4,6"
11-2012,FUENCARRAL - EL PARDO,"10,2",0,"-0,3","-5,1"
10-2012,FUENCARRAL - EL PARDO,"10,2","-0,1","-0,1","-5,5"
09-2012,FUENCARRAL - EL PARDO,"10,3","-0,2","-0,5","-5,2"
08-2012,FUENCARRAL - EL PARDO,"10,3","0,3","-1,8",-6
07-2012,FUENCARRAL - EL PARDO,"10,3","-0,6","-2,4",-6
06-2012,FUENCARRAL - EL PARDO,"10,3","-1,6","-1,8","-4,9"
05-2012,FUENCARRAL - EL PARDO,"10,5","-0,3","-1,1","-3,8"
04-2012,FUENCARRAL - EL PARDO,"10,5",0,"-0,3","-3,2"
03-2012,FUENCARRAL - EL PARDO,"10,5","-0,8",-2,"-1,5"
02-2012,FUENCARRAL - EL PARDO,"10,6","0,5",-2,"-1,6"
01-2012,FUENCARRAL - EL PARDO,"10,5","-1,6","-2,8","-2,7"
12-2011,FUENCARRAL - EL PARDO,"10,7","-0,8",-1,"1,2"
11-2011,FUENCARRAL - EL PARDO,"10,8","-0,3","-1,3","0,3"
10-2011,FUENCARRAL - EL PARDO,"10,8","0,2","-0,7","2,1"
09-2011,FUENCARRAL - EL PARDO,"10,8","-1,1","-0,2","1,4"
08-2011,FUENCARRAL - EL PARDO,"10,9","0,3","0,5","8,3"
07-2011,FUENCARRAL - EL PARDO,"10,9","0,7","0,5","9,2"
06-2011,FUENCARRAL - EL PARDO,"10,8","-0,4","1,6",8
05-2011,FUENCARRAL - EL PARDO,"10,9","0,3","1,1","8,8"
04-2011,FUENCARRAL - EL PARDO,"10,9","1,8","0,3","13,4"
03-2011,FUENCARRAL - EL PARDO,"10,7","-0,9","0,7","11,2"
02-2011,FUENCARRAL - EL PARDO,"10,8","-0,6",0,"11,6"
01-2011,FUENCARRAL - EL PARDO,"10,8","2,3",2,"9,5"
12-2010,FUENCARRAL - EL PARDO,"10,6","-1,6","-0,8",6
11-2010,FUENCARRAL - EL PARDO,"10,8","1,4","6,6","4,5"
10-2010,FUENCARRAL - EL PARDO,"10,6","-0,5","6,3",3
09-2010,FUENCARRAL - EL PARDO,"10,7","5,7","6,4","1,1"
08-2010,FUENCARRAL - EL PARDO,"10,1","1,1","0,9","3,4"
07-2010,FUENCARRAL - EL PARDO,10,"-0,4","4,3","0,4"
06-2010,FUENCARRAL - EL PARDO,10,"0,3","4,6",
05-2010,FUENCARRAL - EL PARDO,10,"4,5","3,7",
04-2010,FUENCARRAL - EL PARDO,"9,6","-0,2","-3,1",
03-2010,FUENCARRAL - EL PARDO,"9,6","-0,6","-3,9",
02-2010,FUENCARRAL - EL PARDO,"9,6","-2,3","-6,3",
01-2010,FUENCARRAL - EL PARDO,"9,9",-1,"-4,1",
12-2009,FUENCARRAL - EL PARDO,10,"-3,1","-5,4",
11-2009,FUENCARRAL - EL PARDO,"10,3",0,"5,4",
10-2009,FUENCARRAL - EL PARDO,"10,3","-2,4","3,5",
09-2009,FUENCARRAL - EL PARDO,"10,6",8,,
08-2009,FUENCARRAL - EL PARDO,"9,8","-1,8",,
07-2009,FUENCARRAL - EL PARDO,10,,,
06-2009,FUENCARRAL - EL PARDO,,,,
05-2009,FUENCARRAL - EL PARDO,,,,
04-2009,FUENCARRAL - EL PARDO,,,,
03-2009,FUENCARRAL - EL PARDO,,,,
02-2009,FUENCARRAL - EL PARDO,,,,
01-2009,FUENCARRAL - EL PARDO,,,,
12-2008,FUENCARRAL - EL PARDO,,,,
11-2008,FUENCARRAL - EL PARDO,,,,
10-2008,FUENCARRAL - EL PARDO,,,,
09-2008,FUENCARRAL - EL PARDO,,,,
08-2008,FUENCARRAL - EL PARDO,,,,
07-2008,FUENCARRAL - EL PARDO,,,,
06-2008,FUENCARRAL - EL PARDO,,,,
05-2008,FUENCARRAL - EL PARDO,,,,
04-2008,FUENCARRAL - EL PARDO,,,,
03-2008,FUENCARRAL - EL PARDO,,,,
02-2008,FUENCARRAL - EL PARDO,,,,
01-2008,FUENCARRAL - EL PARDO,,,,
12-2007,FUENCARRAL - EL PARDO,,,,
11-2007,FUENCARRAL - EL PARDO,,,,
10-2007,FUENCARRAL - EL PARDO,,,,
09-2007,FUENCARRAL - EL PARDO,,,,
08-2007,FUENCARRAL - EL PARDO,,,,
07-2007,FUENCARRAL - EL PARDO,,,,
06-2007,FUENCARRAL - EL PARDO,,,,
05-2007,FUENCARRAL - EL PARDO,,,,
04-2007,FUENCARRAL - EL PARDO,,,,
03-2007,FUENCARRAL - EL PARDO,,,,
02-2007,FUENCARRAL - EL PARDO,,,,
01-2007,FUENCARRAL - EL PARDO,,,,
12-2006,FUENCARRAL - EL PARDO,,,,
11-2006,FUENCARRAL - EL PARDO,,,,
10-2006,FUENCARRAL - EL PARDO,,,,
09-2006,FUENCARRAL - EL PARDO,,,,
08-2006,FUENCARRAL - EL PARDO,,,,
07-2006,FUENCARRAL - EL PARDO,,,,
06-2006,FUENCARRAL - EL PARDO,,,,
05-2006,FUENCARRAL - EL PARDO,,,,
04-2006,FUENCARRAL - EL PARDO,,,,
03-2006,FUENCARRAL - EL PARDO,,,,
02-2006,FUENCARRAL - EL PARDO,,,,
01-2006,FUENCARRAL - EL PARDO,,,,
04-2024,HORTALEZA,"15,2","1,1","3,4","10,3"
03-2024,HORTALEZA,"15,1","1,5",2,10
02-2024,HORTALEZA,"14,9","0,7","0,7","9,4"
01-2024,HORTALEZA,"14,7","-0,2","0,8","9,4"
12-2023,HORTALEZA,"14,8","0,3",2,"10,6"
11-2023,HORTALEZA,"14,7","0,8","2,2",11
10-2023,HORTALEZA,"14,6","0,9","2,9",11
09-2023,HORTALEZA,"14,5","0,5","3,7","10,4"
08-2023,HORTALEZA,"14,4","1,5","4,1","11,6"
07-2023,HORTALEZA,"14,2","1,7","2,9","10,6"
06-2023,HORTALEZA,14,"0,8",2,"9,7"
05-2023,HORTALEZA,"13,9","0,3","2,1",9
04-2023,HORTALEZA,"13,8","0,9","2,5","8,5"
03-2023,HORTALEZA,"13,7","0,9","2,4","7,6"
02-2023,HORTALEZA,"13,6","0,7","2,2","7,7"
01-2023,HORTALEZA,"13,5","0,8","2,3","7,6"
12-2022,HORTALEZA,"13,4","0,7","1,8","7,6"
11-2022,HORTALEZA,"13,3","0,8","2,7","6,4"
10-2022,HORTALEZA,"13,2","0,3","2,5","5,8"
09-2022,HORTALEZA,"13,1","1,6","3,1","5,9"
08-2022,HORTALEZA,"12,9","0,6","1,6","4,8"
07-2022,HORTALEZA,"12,9",1,1,"3,1"
06-2022,HORTALEZA,"12,7","0,1","0,1","2,5"
05-2022,HORTALEZA,"12,7","-0,1","0,9",3
04-2022,HORTALEZA,"12,7","0,1","1,7","2,3"
03-2022,HORTALEZA,"12,7",1,"2,5","3,2"
02-2022,HORTALEZA,"12,6","0,6",1,"2,2"
01-2022,HORTALEZA,"12,5","0,8","0,5","1,5"
12-2021,HORTALEZA,"12,4","-0,4","0,2","-0,4"
11-2021,HORTALEZA,"12,5","0,1","1,1",-1
10-2021,HORTALEZA,"12,5","0,5","-0,1",-1
09-2021,HORTALEZA,"12,4","0,5","-0,2","-2,1"
08-2021,HORTALEZA,"12,3","-1,1","-0,1","-3,5"
07-2021,HORTALEZA,"12,5","0,4","0,2","-2,2"
06-2021,HORTALEZA,"12,4","0,6","0,8","-1,7"
05-2021,HORTALEZA,"12,4","-0,7","0,2",-4
04-2021,HORTALEZA,"12,4","0,9","0,9","-3,1"
03-2021,HORTALEZA,"12,3",0,"-1,1","-3,1"
02-2021,HORTALEZA,"12,3","-0,1","-2,2","-1,3"
01-2021,HORTALEZA,"12,3","-1,1",-2,"0,9"
12-2020,HORTALEZA,"12,5",-1,"-1,5","1,9"
11-2020,HORTALEZA,"12,6","0,2","-1,4","2,7"
10-2020,HORTALEZA,"12,6","-0,6","-1,3","1,5"
09-2020,HORTALEZA,"12,7",-1,"0,1","1,5"
08-2020,HORTALEZA,"12,8","0,3","-0,7",3
07-2020,HORTALEZA,"12,8","0,8","-0,7","2,5"
06-2020,HORTALEZA,"12,6","-1,7","-0,6","0,5"
05-2020,HORTALEZA,"12,9","0,2",3,2
04-2020,HORTALEZA,"12,8","0,9",5,"1,1"
03-2020,HORTALEZA,"12,7","1,8","3,9","-0,2"
02-2020,HORTALEZA,"12,5","2,2","1,8","-2,3"
01-2020,HORTALEZA,"12,2","-0,1","-1,4","-4,2"
12-2019,HORTALEZA,"12,2","-0,2","-1,9","-2,8"
11-2019,HORTALEZA,"12,3","-1,1","-1,2","-2,2"
10-2019,HORTALEZA,"12,4","-0,6","-0,3",0
09-2019,HORTALEZA,"12,5","0,5","-0,8","0,6"
08-2019,HORTALEZA,"12,4","-0,2","-1,6",0
07-2019,HORTALEZA,"12,4","-1,2",-2,"-0,2"
06-2019,HORTALEZA,"12,6","-0,2","-1,3","0,8"
05-2019,HORTALEZA,"12,6","-0,7","-1,4","1,2"
04-2019,HORTALEZA,"12,7","-0,4","-0,5","1,9"
03-2019,HORTALEZA,"12,7","-0,3","1,2","2,5"
02-2019,HORTALEZA,"12,8","0,2","1,9","4,2"
01-2019,HORTALEZA,"12,8","1,4","2,9","5,3"
12-2018,HORTALEZA,"12,6","0,4","1,5","4,9"
11-2018,HORTALEZA,"12,5","1,1","1,1","6,1"
10-2018,HORTALEZA,"12,4",0,"-0,4","4,9"
09-2018,HORTALEZA,"12,4",0,"-0,6","5,3"
08-2018,HORTALEZA,"12,4","-0,4","-0,4","6,3"
07-2018,HORTALEZA,"12,5","-0,2",0,"7,9"
06-2018,HORTALEZA,"12,5","0,2","0,5","9,7"
05-2018,HORTALEZA,"12,5",0,"1,6","12,3"
04-2018,HORTALEZA,"12,5","0,2","2,7","12,2"
03-2018,HORTALEZA,"12,4","1,3","3,5","12,8"
02-2018,HORTALEZA,"12,3","1,2","3,8","11,3"
01-2018,HORTALEZA,"12,1",1,"2,5","10,3"
12-2017,HORTALEZA,12,"1,6","1,9","9,9"
11-2017,HORTALEZA,"11,8","-0,1","1,2","9,1"
10-2017,HORTALEZA,"11,8","0,4","2,4","9,3"
09-2017,HORTALEZA,"11,8","0,9","3,5","9,4"
08-2017,HORTALEZA,"11,7","1,1","5,3","9,6"
07-2017,HORTALEZA,"11,6","1,5",4,"7,9"
06-2017,HORTALEZA,"11,4","2,6","3,3","5,8"
05-2017,HORTALEZA,"11,1","-0,1","0,7","3,9"
04-2017,HORTALEZA,"11,1","0,8",1,"3,7"
03-2017,HORTALEZA,11,0,"0,9","4,1"
02-2017,HORTALEZA,11,"0,2","1,7","3,5"
01-2017,HORTALEZA,11,"0,6","1,6","3,4"
12-2016,HORTALEZA,"10,9","0,8","1,3","3,4"
11-2016,HORTALEZA,"10,8","0,1","1,7","2,5"
10-2016,HORTALEZA,"10,8","0,4","1,1","2,7"
09-2016,HORTALEZA,"10,8","1,1","0,1","1,9"
08-2016,HORTALEZA,"10,7","-0,5","-0,2","0,2"
07-2016,HORTALEZA,"10,7","-0,5",0,"0,7"
06-2016,HORTALEZA,"10,8","0,8","1,7","1,2"
05-2016,HORTALEZA,"10,7","-0,3","0,3","0,4"
04-2016,HORTALEZA,"10,7","1,2","0,8","1,8"
03-2016,HORTALEZA,"10,6","-0,6","0,2",1
02-2016,HORTALEZA,"10,6","0,2","0,7","2,8"
01-2016,HORTALEZA,"10,6","0,6","0,8","3,2"
12-2015,HORTALEZA,"10,6","-0,1","-0,1","2,2"
11-2015,HORTALEZA,"10,6","0,3","-0,5","2,9"
10-2015,HORTALEZA,"10,5","-0,3","-0,9","2,5"
09-2015,HORTALEZA,"10,6","-0,5","-0,6","3,6"
08-2015,HORTALEZA,"10,6","-0,1",0,"3,2"
07-2015,HORTALEZA,"10,6",0,"1,2","3,5"
06-2015,HORTALEZA,"10,6",0,"1,5",4
05-2015,HORTALEZA,"10,6","1,1","2,6","3,8"
04-2015,HORTALEZA,"10,5","0,3","2,2","2,2"
03-2015,HORTALEZA,"10,5","1,2","1,4","1,1"
02-2015,HORTALEZA,"10,4","0,7","0,8","-0,2"
01-2015,HORTALEZA,"10,3","-0,4","0,1","-0,1"
12-2014,HORTALEZA,"10,3","0,5","1,3","1,4"
11-2014,HORTALEZA,"10,3","-0,1","-0,1","0,5"
10-2014,HORTALEZA,"10,3","0,8","0,1","0,5"
09-2014,HORTALEZA,"10,2","-0,9","-0,2","-0,4"
08-2014,HORTALEZA,"10,3","0,2","0,5","0,7"
07-2014,HORTALEZA,"10,3","0,5","-0,1","-0,4"
06-2014,HORTALEZA,"10,2","-0,2","-1,4","-1,9"
05-2014,HORTALEZA,"10,2","-0,4","-1,3","-3,8"
04-2014,HORTALEZA,"10,3","-0,8","-0,2","-4,5"
03-2014,HORTALEZA,"10,4","-0,1","1,8","-1,9"
02-2014,HORTALEZA,"10,4","0,8","1,6","-2,1"
01-2014,HORTALEZA,"10,3","1,1","0,7","-2,6"
12-2013,HORTALEZA,"10,2","-0,3","-0,6","-4,3"
11-2013,HORTALEZA,"10,2","-0,1","0,1","-4,4"
10-2013,HORTALEZA,"10,2","-0,1","-0,8","-4,4"
09-2013,HORTALEZA,"10,2","0,3","-1,7","-3,7"
08-2013,HORTALEZA,"10,2","-0,9",-4,"-5,2"
07-2013,HORTALEZA,"10,3",-1,"-4,2",-5
06-2013,HORTALEZA,"10,4","-2,1","-1,4","-5,6"
05-2013,HORTALEZA,"10,6","-1,1","0,4",-5
04-2013,HORTALEZA,"10,8","1,9","1,8","-5,4"
03-2013,HORTALEZA,"10,6","-0,3","-0,8","-7,7"
02-2013,HORTALEZA,"10,6","0,2","-0,8","-5,8"
01-2013,HORTALEZA,"10,6","-0,7","-1,2","-6,1"
12-2012,HORTALEZA,"10,6","-0,4",0,-6
11-2012,HORTALEZA,"10,7","-0,1","-0,8","-5,8"
10-2012,HORTALEZA,"10,7","0,5","-1,4","-6,5"
09-2012,HORTALEZA,"10,6","-1,2","-3,6","-7,7"
08-2012,HORTALEZA,"10,8","-0,7","-3,8","-6,2"
07-2012,HORTALEZA,"10,9","-1,7","-4,7","-5,9"
